locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
19:1026297-1039068,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,63.3061,76.1117,0.265773,0.396206,0.3267,0.999983,no
19:1040101-1065571,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.55375,3.16192,-0.168541,-0.133067,0.54675,0.999983,no
5:121646991-121814782,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.1001,1.23829,0.170721,0.0927218,0.68785,0.999983,no
1:112025969-112310638,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.30951,4.69229,-0.178287,-0.0933787,0.75825,0.999983,no
15:83509837-83772195,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,22.6057,26.6642,0.23822,0.23908,0.5133,0.999983,no
12:29302035-29534122,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.01426,7.71775,-0.0543886,-0.0291082,0.902,0.999983,no
20:52553315-52687304,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.42517,8.36996,-0.171298,-0.185244,0.65825,0.999983,no
3:87308553-87325737,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.00188798,0.00126339,-0.579545,0,1,1,no
1:111729795-111786062,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,91.5069,358.731,1.97095,1.7325,0.0002,0.0287595,yes
19:1107635-1174282,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.0244,23.6544,1.1014,1.02687,5.00E-05,0.0107848,yes
2:190649106-190742355,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.3453,8.5467,-0.275532,-0.220901,0.47505,0.999983,no
19:3506270-3579086,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.8227,18.6606,0.0662771,0.0503833,0.8935,0.999983,no
2:187866602-188430487,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,19.226,17.1322,-0.16635,-0.121276,0.69695,0.999983,no
6:34759856-34855866,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.15353,10.523,0.201146,0.176667,0.66675,0.999983,no
6:34857041-35059179,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.07205,5.23504,0.0456321,0.0480363,0.89745,0.999983,no
19:2100987-2248678,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.2124,17.362,0.0988358,0.116785,0.7422,0.999983,no
6:35226685-35263762,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.29816,9.89577,0.254021,0.31597,0.37715,0.999983,no
16:2075356-2089027,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,37.5867,31.2914,-0.264457,-0.397637,0.35035,0.999983,no
16:2089815-2185899,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.67076,4.40685,-0.363793,-0.124795,0.78785,0.999983,no
6:34759856-34855866,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.89362,3.1417,0.11867,0.146021,0.72115,0.999983,no
1:110091232-110136975,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,24.0321,24.83,0.0471223,0.0785422,0.84795,0.999983,no
13:98605911-98676551,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,32.6856,28.4584,-0.199805,-0.293957,0.4035,0.999983,no
10:126085871-126107545,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,61.8329,60.2784,-0.0367323,-0.0603737,0.87085,0.999983,no
1:118472342-118727846,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.50107,8.98621,-0.0803775,-0.0664347,0.90295,0.999983,no
1:89003195-89301938,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,15.8244,11.442,-0.467806,-0.470117,0.1027,0.999983,no
19:983173-994569,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.43825,8.03002,0.11044,0.133827,0.7153,0.999983,no
6:52285105-52441713,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.05794,3.94275,-0.359347,-0.425139,0.3064,0.999983,no
17:8924858-9147317,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.93766,7.49908,-0.253184,-0.381111,0.3432,0.999983,no
17:9725522-9795419,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.83782,0.559915,-0.581433,-0.286216,0.2726,0.999983,no
10:13203553-13253104,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.151358,0.192556,0.347319,0.123257,0.60395,0.999983,no
12:56295196-56347811,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.41981,4.81035,-0.172101,-0.0893263,0.64695,0.999983,no
12:56473640-56507691,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.80436,6.96934,-0.337197,-0.159046,0.4014,0.999983,no
3:123687367-123711025,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.465283,0.503468,0.113792,0.0743905,0.8399,0.999983,no
2:197831740-198175897,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.8193,15.0379,0.121925,0.0653369,0.75635,0.999983,no
16:75661621-75795770,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,50.6441,47.6262,-0.0886394,-0.0970519,0.805,0.999983,no
16:75562429-75657198,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.63051,8.1073,-0.248392,-0.101626,0.6172,0.999983,no
3:122785908-122992977,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.4236,11.1281,0.401698,0.305795,0.35605,0.999983,no
6:37179955-37300746,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.00386,2.43548,-0.30261,-0.333033,0.41825,0.999983,no
3:120315155-120321347,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,96.1473,78.3477,-0.295355,-0.450334,0.24935,0.999983,no
1:16160559-16266955,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.8353,8.61657,-0.330555,-0.275899,0.4135,0.999983,no
3:123304388-123603178,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,51.365,34.3349,-0.581107,-0.453961,0.1694,0.999983,no
2:187350882-187374090,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,24.6878,23.2169,-0.0886222,-0.137332,0.72415,0.999983,no
17:11901669-12047147,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,18.0442,14.4193,-0.323535,-0.253227,0.40555,0.999983,no
1:212537272-212588243,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.06224,3.92425,-0.0498582,-0.0443991,0.91375,0.999983,no
6:84262598-84419410,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.29009,1.53958,-0.57287,-0.38017,0.1613,0.999983,no
10:105726958-105788991,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,29.1931,27.2013,-0.10195,-0.101332,0.69035,0.999983,no
6:84569361-84677143,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.32082,8.26758,-0.00926,-0.00700234,0.989,0.999983,no
10:105791043-105845760,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.154007,0.0682151,-1.17483,-0.445501,0.1182,0.999983,no
10:106028630-106064703,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.26326,6.3308,-0.198229,-0.158221,0.7898,0.999983,no
10:12171635-12292588,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.48848,1.86567,0.325852,0.0914649,0.51445,0.999983,no
10:6469104-6622263,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.97878,6.25526,-0.521451,-0.684801,0.1119,0.999983,no
19:2997635-3047633,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.8234,20.9531,0.708385,0.915406,0.0115,0.447441,no
2:239335382-239360891,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.25851,10.1005,0.290477,0.256047,0.45565,0.999983,no
10:14560555-14816896,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.8498,17.0806,0.201915,0.226691,0.4456,0.999983,no
6:83920107-84140797,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.4126,10.873,-0.191055,-0.244455,0.57965,0.999983,no
4:37892707-38140796,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,55.7111,50.1347,-0.152153,-0.149802,0.6596,0.999983,no
7:39989635-40136733,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.7854,9.70203,-0.152725,-0.194628,0.5938,0.999983,no
2:74425688-74621009,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,31.2807,50.8986,0.702353,0.384593,0.40455,0.999983,no
X:46464752-46618490,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.8259,1.8487,0.017901,0.0106913,0.96715,0.999983,no
12:8185298-8208099,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.94125,2.54973,-0.206089,-0.270229,0.49525,0.999983,no
1:43148097-43168020,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,138.302,145.95,0.0776509,0.128202,0.74865,0.999983,no
19:10501809-10580305,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.51672,1.63316,0.106715,0.0454606,0.89665,0.999983,no
1:212458878-212535200,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,19.223,16.9616,-0.180562,-0.266426,0.5117,0.999983,no
2:79384131-80875905,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.29877,0.609047,-1.91624,-1.02506,0.004,0.237425,no
19:8023462-8070543,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.0927,15.6107,-0.0438689,-0.055122,0.89115,0.999983,no
1:43766663-43788779,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.03818,6.15588,-0.193237,-0.170796,0.4993,0.999983,no
12:50898767-51142450,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.736,12.6094,-0.0144066,-0.0184975,0.95955,0.999983,no
12:50478754-50494495,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.3858,7.36705,-0.495457,-0.494887,0.1359,0.999983,no
1:44115828-44396831,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.0982,8.86647,-0.187669,-0.187472,0.56935,0.999983,no
1:41156051-41237275,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.7489,15.5884,0.0798625,0.0972392,0.7978,0.999983,no
1:42895999-43120335,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.77031,1.5909,-0.154154,-0.0413752,0.8326,0.999983,no
5:473350-524447,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.360397,0.345342,-0.0615608,-0.0224509,0.9575,0.999983,no
2:233562008-233880595,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.08636,1.11318,0.0351859,0.00335334,0.96635,0.999983,no
1:197053257-197115824,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.180567,0.213956,0.244778,0.180972,0.65865,0.999983,no
1:160506862-160549306,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.82211,5.25327,0.123551,0.103002,0.70785,0.999983,no
1:43829067-43833696,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,26.2699,24.3036,-0.112241,-0.173181,0.6539,0.999983,no
11:47376410-47400127,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.519,8.50168,-0.438194,-0.523527,0.2268,0.999983,no
6:29968787-30032686,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,15.9379,16.888,0.0835319,0.0670329,0.88315,0.999983,no
11:30406039-30652055,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.10577,2.83419,-0.534715,-0.27875,0.3563,0.999983,no
3:137717576-137752494,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.00405741,0.000448496,-3.17739,0,1,1,no
3:101367732-101398061,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.667,5.8691,-0.183898,-0.274448,0.48205,0.999983,no
14:92524895-92572965,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.8045,10.0301,-0.107291,-0.089251,0.70015,0.999983,no
14:93260575-93306308,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,19.7836,19.3014,-0.0356044,-0.0586344,0.88685,0.999983,no
10:123237847-123357972,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,29.2414,35.3933,0.275467,0.382308,0.3338,0.999983,no
1:70034080-70671303,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.70049,4.71204,0.00353827,0.0039651,0.9924,0.999983,no
5:128430443-128449721,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.8626,3.6514,-0.413276,-0.480076,0.2415,0.999983,no
14:100204029-100408397,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.0351,17.2331,0.0166718,0.0161082,0.95435,0.999983,no
6:126307575-126360422,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.66243,10.1784,0.232665,0.232747,0.44045,0.999983,no
16:20621564-20936328,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,22.2591,20.3339,-0.130511,-0.129656,0.7386,0.999983,no
9:103189437-103339918,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.13315,7.83059,-0.0546934,-0.0502864,0.89325,0.999983,no
14:104605059-104647231,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.833437,0.768474,-0.117076,-0.132486,0.7516,0.999983,no
14:96747594-96853625,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.66854,5.98422,-0.156208,-0.118374,0.6079,0.999983,no
8:67876333-68255912,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.3455,9.79506,-0.211993,-0.141241,0.51765,0.999983,no
16:20547547-20587749,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.00735045,0.00268574,-1.45251,0,1,1,no
8:135490030-135725292,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.40706,2.3677,-0.0237842,-0.0220633,0.94745,0.999983,no
8:66556968-66754557,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.1387,9.91077,-0.0328065,-0.0247815,0.92505,0.999983,no
7:99775185-99869855,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.339143,0.365214,0.106846,0.0193354,0.8233,0.999983,no
18:55215514-55254004,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.3475,13.1408,-0.126748,-0.138449,0.66975,0.999983,no
15:72110736-72447800,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.5546,12.6898,-0.197798,-0.113282,0.5897,0.999983,no
Y:15016018-15032390,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.8817,14.5071,-0.0367842,-0.0294657,0.93525,0.999983,no
10:3108524-3179904,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.8532,11.9199,-0.108753,-0.142561,0.69395,0.999983,no
10:1034337-1095110,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,45.2927,80.8591,0.836132,1.00473,0.02225,0.619257,no
2:231280656-231444721,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,37.6914,42.0778,0.158824,0.189747,0.5834,0.999983,no
10:3818187-3827473,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,19.0492,20.0276,0.0722608,0.0875506,0.77195,0.999983,no
5:54603587-54830878,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,69.2589,60.3964,-0.197537,-0.217077,0.57595,0.999983,no
15:73344050-73597547,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.9828,15.854,-0.181768,-0.13425,0.5228,0.999983,no
8:71485676-71520622,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,94.9884,113.902,0.261975,0.357015,0.39255,0.999983,no
X:71798663-71934167,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.07986,5.31429,0.0650875,0.0854541,0.84145,0.999983,no
12:6437922-6451280,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,85.622,76.3619,-0.165129,-0.218617,0.51605,0.999983,no
17:37329542-37353956,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.42768,2.02656,0.505361,0.322257,0.19945,0.999983,no
1:92974252-93257961,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,19.8225,17.5997,-0.171587,-0.150163,0.6479,0.999983,no
15:74275546-74286963,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.77195,7.18152,0.0847188,0.104911,0.8016,0.999983,no
15:72491369-72524164,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,209.333,176.308,-0.247706,-0.355479,0.30505,0.999983,no
5:54529761-54603550,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.806,10.0612,-0.103019,-0.144323,0.6895,0.999983,no
1:94333372-94345474,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,19.6726,17.031,-0.208024,-0.283421,0.39995,0.999983,no
16:8715539-8740081,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.7464,5.77922,0.284043,0.224519,0.38925,0.999983,no
15:43699406-43802926,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.81372,9.91224,0.0144112,0.0145254,0.95395,0.999983,no
X:54946894-54957864,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.65866,4.18954,0.65609,0.593703,0.04735,0.847319,no
1:218458628-218511325,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.6838,6.39445,-0.441506,-0.267113,0.46135,0.999983,no
3:49396577-49453908,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,236.153,234.111,-0.0125248,-0.0184692,0.962,0.999983,no
17:41561232-41687706,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,18.2442,15.106,-0.272309,-0.158345,0.2804,0.999983,no
7:66752527-66786513,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.46816,3.84352,0.148258,0.0627797,0.89115,0.999983,no
1:1981908-2152177,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.99696,3.62187,0.273234,0.171959,0.5546,0.999983,no
Y:2803111-2870667,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.27525,3.61554,-0.545031,-0.326208,0.31975,0.999983,no
1:220267443-220321380,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,22.297,21.5825,-0.0469875,-0.0676256,0.85,0.999983,no
12:79257772-79897176,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.73895,0.957003,-2.30797,-1.39856,5.00E-05,0.0107848,yes
12:78224684-78606790,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.8912,12.0859,-0.0930649,-0.061966,0.81445,0.999983,no
X:153051220-153063960,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.6841,16.5059,-0.0994753,-0.0748778,0.8406,0.999983,no
16:4846968-4852951,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.7821,11.0021,-0.0988151,-0.119623,0.76715,0.999983,no
X:153067620-153096020,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.02246,2.9285,-0.0455629,-0.0383867,0.88835,0.999983,no
X:152783133-152848397,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.461133,0.260646,-0.823094,-0.626923,0.2688,0.999983,no
18:18526866-18691812,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.7467,8.74257,-0.297761,-0.238442,0.24025,0.999983,no
16:67063018-67134961,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,24.4525,31.0076,0.342639,0.365914,0.2817,0.999983,no
X:24483337-24557954,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.0841,7.05319,-0.51573,-0.487699,0.1937,0.999983,no
3:50355220-50365682,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,52.8355,50.152,-0.0752008,-0.11671,0.77,0.999983,no
2:239969863-240324058,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.99477,8.99972,0.363605,0.133546,0.39885,0.999983,no
3:50367218-50378411,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.7328,13.5537,0.336664,0.45518,0.29785,0.999983,no
4:1795033-1810599,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.55892,7.54973,0.727734,0.982106,0.0125,0.459627,no
17:41158741-41166473,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.7775,15.974,0.322122,0.425217,0.27075,0.999983,no
17:58120554-58156292,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.48051,4.43703,-0.304716,-0.307036,0.2606,0.999983,no
17:40688189-40718295,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.3019,9.60745,-0.234346,-0.168747,0.66675,0.999983,no
17:40819931-40829048,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.81262,6.2131,-0.132898,-0.134649,0.68935,0.999983,no
15:100017369-100273766,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.602,14.1934,-0.310518,-0.2452,0.3341,0.999983,no
X:48779304-48815648,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.6601,13.8898,0.0240523,0.0319927,0.94305,0.999983,no
X:48886241-48901012,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.5807,14.8881,0.0300932,0.0465338,0.90535,0.999983,no
X:48397844-48420997,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.52026,2.65381,0.074494,0.0653543,0.84615,0.999983,no
X:108866928-108976632,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,28.0923,30.2525,0.106879,0.110078,0.69365,0.999983,no
10:134351323-134598269,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,15.1112,14.3981,-0.06974,-0.0778119,0.8167,0.999983,no
X:48970333-48980151,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.8334,11.5704,-0.0324308,-0.0474068,0.9046,0.999983,no
X:48830133-48858675,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.0146,8.89887,0.343261,0.473369,0.2147,0.999983,no
X:48334540-48344752,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.1465,16.7753,0.0551142,0.0762557,0.84355,0.999983,no
17:57232859-57292608,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.76693,0.696243,-0.139505,-0.0472063,0.8474,0.999983,no
2:86441115-86565206,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.16464,3.73065,-0.72459,-0.885171,0.01785,0.552139,no
13:113344642-113541482,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.82066,6.94494,0.0260509,0.0178559,0.9441,0.999983,no
2:86247338-86333278,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.16186,4.95051,-0.315787,-0.228356,0.264,0.999983,no
2:20232410-20251789,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,133.615,138.402,0.0507781,0.0784678,0.8342,0.999983,no
2:47126413-47403740,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.21477,8.53814,0.0557009,0.0172878,0.9202,0.999983,no
3:48725435-48777786,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,24.227,24.1712,-0.00332714,-0.00480765,0.9905,0.999983,no
2:48756521-49003654,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.68017,2.55201,-0.0706896,-0.0288974,0.93705,0.999983,no
2:45615818-45839304,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.61524,8.18022,-0.233184,-0.211812,0.5023,0.999983,no
15:22892004-23034427,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,26.9496,29.771,0.14364,0.145442,0.60275,0.999983,no
5:61601988-61924409,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.672,9.37225,-0.316579,-0.218717,0.4577,0.999983,no
11:64494382-64512928,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.71226,6.54097,0.195443,0.165557,0.57455,0.999983,no
2:54091203-54532437,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.86555,7.47147,-0.246817,-0.184759,0.51135,0.999983,no
3:159943422-160203561,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.8087,10.2664,0.0657967,0.0479345,0.81955,0.999983,no
19:39369196-39399533,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,20.1428,21.6585,0.104663,0.136248,0.7032,0.999983,no
2:53759809-54087297,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,38.0123,38.7323,0.02707,0.0304365,0.92485,0.999983,no
11:64685024-64703360,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.97288,9.34819,0.229586,0.256018,0.4087,0.999983,no
11:64513860-64527769,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.32864,8.77642,0.471738,0.573965,0.14325,0.999983,no
X:49452052-49460596,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0,0.00298443,inf,0,1,1,no
5:134363424-134736986,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.1377,12.0504,-0.0104162,-0.00671218,0.9873,0.999983,no
5:135548998-135732730,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.105023,0.0155103,-2.75941,0,1,1,no
5:65892175-66465423,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.41993,3.9585,-0.159069,-0.0762023,0.63655,0.999983,no
