locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
X:99883666-99894988,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.88717,5.65528,-0.479908,-0.803653,0.04475,0.420783,no
X:99839798-99854882,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.104624,0.0800202,-0.386771,0,1,1,no
20:49505584-49575092,AMD Peripheral Retina,Normal Peripheral Retina,OK,11.8429,15.5879,0.396402,0.297233,0.46015,0.964509,no
1:169631244-169863408,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.79242,6.18613,0.0948728,0.123938,0.77195,0.999533,no
1:169631244-169863408,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.0362,2.73075,0.42342,0.22695,0.39735,0.945125,no
1:27938574-27961788,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.47929,0.4897,0.0310003,0.0271127,0.94515,0.999533,no
1:196621007-196716634,AMD Peripheral Retina,Normal Peripheral Retina,OK,11.8682,4.42152,-1.42449,-1.86744,5.00E-05,0.00446402,yes
6:143771943-143832827,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.44014,4.04878,-0.669607,-0.601192,0.13145,0.692828,no
6:53362138-53481969,AMD Peripheral Retina,Normal Peripheral Retina,OK,11.6119,10.8701,-0.0952315,-0.112618,0.7391,0.999533,no
6:40994771-41067715,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.28096,7.24266,0.205534,0.228264,0.57655,0.988403,no
1:24634045-24799466,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.28186,9.24259,-0.00611772,-0.00395987,0.98965,0.999533,no
1:24634045-24799466,AMD Peripheral Retina,Normal Peripheral Retina,OK,25.7408,26.8759,0.0622611,0.105055,0.7846,0.999533,no
X:64732461-64754655,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.16706,8.13495,0.39955,0.540923,0.10315,0.623461,no
6:46097729-46114436,AMD Peripheral Retina,Normal Peripheral Retina,OK,12.5022,12.304,-0.0230545,-0.051855,0.90065,0.999533,no
3:49977439-50226508,AMD Peripheral Retina,Normal Peripheral Retina,OK,22.6196,23.0981,0.0302031,0.0272034,0.9365,0.999533,no
7:117105837-117514193,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0323849,0.0422108,0.38229,0,1,1,no
7:91875547-92030698,AMD Peripheral Retina,Normal Peripheral Retina,OK,68.1142,74.0652,0.12084,0.172663,0.6787,0.999533,no
7:91741464-91810039,AMD Peripheral Retina,Normal Peripheral Retina,OK,38.2394,35.9421,-0.0893869,-0.202799,0.60805,0.993264,no
7:91828282-91875480,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.4773,21.239,0.200956,0.309918,0.3295,0.913759,no
12:1021242-1605099,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.66034,3.49459,0.393512,0.133478,0.4037,0.94817,no
7:98836416-98908753,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.011507,0.0209251,0.862716,0,1,1,no
11:64037301-64056972,AMD Peripheral Retina,Normal Peripheral Retina,OK,45.5187,48.8559,0.102073,0.182242,0.64045,0.999533,no
4:17578814-17616194,AMD Peripheral Retina,Normal Peripheral Retina,OK,31.1086,20.7218,-0.586165,-1.12878,0.00425,0.112258,no
X:2609219-2659350,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.499179,0.349825,-0.512924,-0.340944,0.35475,0.925471,no
4:11394773-11431389,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.15786,1.31295,0.181344,0.109015,0.66455,0.999533,no
7:150521714-150558592,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0034326,8.52E-05,-5.33233,0,1,1,no
7:120965420-120981158,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.241938,0.117264,-1.04487,-0.789532,0.0429,0.411891,no
7:43152197-43605600,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.3199,3.33946,-0.371384,-0.308756,0.14115,0.712744,no
7:1855428-2272878,AMD Peripheral Retina,Normal Peripheral Retina,OK,14.8556,16.6687,0.16613,0.208614,0.58675,0.990017,no
17:37026111-37078023,AMD Peripheral Retina,Normal Peripheral Retina,OK,16.2902,12.6719,-0.362365,-0.784721,0.05035,0.445418,no
17:46180718-46200436,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.85226,10.2433,0.210561,0.270014,0.3984,0.945125,no
7:150488372-150502208,AMD Peripheral Retina,Normal Peripheral Retina,OK,29.8097,11.7775,-1.33975,-1.51608,0.00055,0.0286177,yes
12:9066491-9102551,AMD Peripheral Retina,Normal Peripheral Retina,OK,56.9326,55.096,-0.0473055,-0.0701483,0.8683,0.999533,no
X:117031775-117251303,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.25405,3.92989,-0.114346,-0.16901,0.67355,0.999533,no
2:72356366-72375167,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.14988,1.74716,-0.299246,-0.280939,0.383,0.937279,no
7:8152813-8384146,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.39276,5.28013,-0.275865,-0.318409,0.42665,0.955758,no
16:90071272-90114181,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.42735,6.1284,-0.277337,-0.34195,0.3934,0.943073,no
2:202565276-202645912,AMD Peripheral Retina,Normal Peripheral Retina,OK,12.764,14.8472,0.218117,0.343416,0.30335,0.899322,no
2:202047603-202094129,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.373176,0.253969,-0.555204,-0.371036,0.17315,0.765902,no
2:201980826-202041410,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.97565,8.79039,-0.182485,-0.213813,0.52915,0.982939,no
2:187866602-188430487,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.27163,4.10232,-0.612402,-0.583548,0.21145,0.820653,no
2:37394962-37551951,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.92188,10.1253,0.548731,0.242475,0.44675,0.959988,no
3:49977439-50226508,AMD Peripheral Retina,Normal Peripheral Retina,OK,33.3525,62.0013,0.894504,0.740368,0.0047,0.119342,no
8:17086736-17271037,AMD Peripheral Retina,Normal Peripheral Retina,OK,23.3901,29.9116,0.354804,0.236703,0.30435,0.89941,no
8:17354596-17428082,AMD Peripheral Retina,Normal Peripheral Retina,OK,16.6317,14.082,-0.240088,-0.416033,0.3062,0.899855,no
7:127220671-127242198,AMD Peripheral Retina,Normal Peripheral Retina,OK,42.2225,46.6425,0.143633,0.258424,0.529,0.982887,no
17:26684603-26734215,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.87143,6.748,-0.0261494,-0.0168857,0.96,0.999533,no
17:26662627-26684545,AMD Peripheral Retina,Normal Peripheral Retina,OK,19.193,19.2111,0.0013564,0.00187627,0.99595,0.999533,no
3:129274017-129325661,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.74513,2.89244,-0.990051,-0.827709,0.01305,0.217455,no
1:33452552-33546597,AMD Peripheral Retina,Normal Peripheral Retina,OK,26.3071,33.5237,0.349732,0.4642,0.23675,0.84729,no
4:15779897-15854853,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.137041,0.0356386,-1.9431,-0.717426,0.0086,0.170835,no
12:2904118-3050306,AMD Peripheral Retina,Normal Peripheral Retina,OK,49.6766,56.9359,0.196773,0.280893,0.39145,0.942052,no
1:23345940-23504301,AMD Peripheral Retina,Normal Peripheral Retina,OK,22.4508,21.6883,-0.0498531,-0.0860842,0.83085,0.999533,no
3:49977439-50226508,AMD Peripheral Retina,Normal Peripheral Retina,OK,20.6012,30.4394,0.563209,0.553227,0.1389,0.708258,no
17:3763608-3798185,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.06949,9.9055,0.295751,0.594631,0.1553,0.741267,no
12:21590548-21654603,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.74654,8.87131,0.195595,0.199555,0.50825,0.977764,no
7:92861652-92988338,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.4379,18.6124,0.269786,0.449218,0.20235,0.807897,no
19:36245466-36248980,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.8383,0.519243,-0.691057,-0.6277,0.13315,0.696064,no
19:36265433-36279724,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.08577,3.37417,0.693951,0.461036,0.02665,0.323368,no
16:23592322-23607677,AMD Peripheral Retina,Normal Peripheral Retina,OK,58.427,65.8407,0.172345,0.359897,0.37955,0.937158,no
7:95212810-95225803,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.76188,1.58442,-1.58758,-2.14486,5.00E-05,0.00446402,yes
6:110745889-110797844,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0858492,0.109705,0.353747,0,1,1,no
3:50378536-50384283,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.05719,7.34146,0.537731,0.668391,0.09915,0.61227,no
7:20654829-20816658,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.464467,0.00885973,-5.71217,-1.42397,0.0006,0.0302438,yes
X:25021810-25034065,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.00847717,0.00019526,-5.44011,0,1,1,no
7:95749531-95951459,AMD Peripheral Retina,Normal Peripheral Retina,OK,17.527,21.4266,0.289829,0.167217,0.32585,0.911429,no
7:116592499-116870157,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.5126,8.44507,-0.315942,-0.366006,0.3528,0.924456,no
17:45195068-45266788,AMD Peripheral Retina,Normal Peripheral Retina,OK,21.1855,21.1539,-0.00215202,-0.0026967,0.9926,0.999533,no
17:42325752-42355825,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.075861,0.0271096,-1.48456,0,1,1,no
7:93053798-93204042,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0257517,0.0198829,-0.373138,0,1,1,no
X:11129420-11683821,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.6864,10.2671,-0.0577505,-0.0791358,0.8467,0.999533,no
17:7128659-7137864,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.1026,17.1465,0.763184,1.17433,0.00115,0.0469212,yes
16:2902727-2909727,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0382766,0.0146078,-1.38972,0,1,1,no
19:18942746-18979045,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.807,15.6747,-0.0121249,-0.020423,0.94625,0.999533,no
7:26706680-27034858,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.7649,2.41758,-0.193666,-0.178842,0.52745,0.982131,no
X:118599996-118605282,AMD Peripheral Retina,Normal Peripheral Retina,OK,109.15,131.755,0.271549,0.617535,0.1297,0.690039,no
4:110481360-110624739,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.22185,3.8194,-0.144529,-0.13927,0.68165,0.999533,no
7:27221128-27233067,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0,0,0,0,1,1,no
7:102105375-102119354,AMD Peripheral Retina,Normal Peripheral Retina,OK,11.2014,12.7278,0.184311,0.2201,0.59355,0.990436,no
17:5185557-5372380,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.27828,3.26844,-0.0043346,-0.00191063,0.9958,0.999533,no
17:41717755-41739322,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0745943,0.0086761,-3.10395,0,1,1,no
7:11221358-11871824,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.52424,5.43544,-0.263411,-0.216882,0.3182,0.909022,no
17:33254877-33332083,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.89897,7.49092,-0.0765203,-0.0887103,0.78805,0.999533,no
12:48057069-48099844,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.11657,7.58956,-0.0968537,-0.130274,0.6804,0.999533,no
16:20621564-20936328,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.195588,0.113631,-0.783459,-0.0426598,0.27495,0.880531,no
16:20621564-20936328,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.515,3.87856,0.141994,0.0523163,0.80575,0.999533,no
16:57462080-57521239,AMD Peripheral Retina,Normal Peripheral Retina,OK,16.8442,18.4911,0.134574,0.130529,0.7166,0.999533,no
19:2321515-2355099,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.53085,12.1463,0.895173,1.09257,0.00055,0.0286177,yes
9:35104108-35116338,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.21309,2.48228,0.165602,0.238083,0.5736,0.988403,no
17:46103532-46115392,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.25115,6.19137,-0.227952,-0.273685,0.50505,0.977028,no
7:106685093-106802256,AMD Peripheral Retina,Normal Peripheral Retina,OK,13.7762,13.475,-0.0319002,-0.0589692,0.86555,0.999533,no
X:11776277-11793870,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.37295,3.2567,-0.0506039,-0.0639332,0.85425,0.999533,no
16:3775054-3930727,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.79329,5.96525,-0.38565,-0.374129,0.11025,0.640456,no
17:56378591-56494956,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.15574,12.6218,1.03592,0.922849,0.0029,0.0893828,no
17:56347216-56358296,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.360563,0.402391,0.158345,0.119048,0.67195,0.999533,no
7:94926987-95025680,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.450824,0.717017,0.669443,0.328437,0.46575,0.967779,no
2:75873908-75938115,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.18035,5.67484,0.13153,0.0879008,0.77815,0.999533,no
2:74648804-74652882,AMD Peripheral Retina,Normal Peripheral Retina,OK,31.5472,40.5969,0.363858,0.733339,0.0733,0.532581,no
7:86974996-87029111,AMD Peripheral Retina,Normal Peripheral Retina,OK,20.0668,22.6178,0.172646,0.289042,0.3862,0.937881,no
7:87031012-87109751,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.139999,0.143395,0.0345761,0.0175187,0.94135,0.999533,no
7:104653871-105039755,AMD Peripheral Retina,Normal Peripheral Retina,OK,40.683,42.4365,0.0608793,0.071682,0.8548,0.999533,no
7:75471919-75518244,AMD Peripheral Retina,Normal Peripheral Retina,OK,48.9531,41.7925,-0.228156,-0.501433,0.21355,0.822869,no
16:1031807-1036979,AMD Peripheral Retina,Normal Peripheral Retina,OK,17.7354,18.1781,0.0355662,0.0772159,0.8512,0.999533,no
6:82879699-82957471,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.6708,20.6593,0.146011,0.325689,0.43165,0.956768,no
11:3357950-3400448,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.9239,11.626,0.0898707,0.141093,0.66725,0.999533,no
13:77618791-77901185,AMD Peripheral Retina,Normal Peripheral Retina,OK,21.2767,23.2759,0.129562,0.102272,0.5916,0.990436,no
13:77564794-77601330,AMD Peripheral Retina,Normal Peripheral Retina,OK,31.91,31.6805,-0.0104136,-0.0174831,0.9607,0.999533,no
16:30483978-30534506,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.225137,0.154894,-0.539523,-0.178838,0.19575,0.799759,no
17:48172100-48207246,AMD Peripheral Retina,Normal Peripheral Retina,OK,19.2265,16.1051,-0.255572,-0.305588,0.43515,0.957252,no
17:48133331-48167845,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.46028,5.19201,-0.315305,-0.369149,0.14075,0.712287,no
X:24164341-24234372,AMD Peripheral Retina,Normal Peripheral Retina,OK,39.895,51.9175,0.380011,0.410373,0.2458,0.858172,no
X:119561681-119603220,AMD Peripheral Retina,Normal Peripheral Retina,OK,42.6957,37.0656,-0.204009,-0.408267,0.31645,0.906954,no
17:34900736-34946278,AMD Peripheral Retina,Normal Peripheral Retina,OK,19.8631,22.5135,0.180695,0.340834,0.3354,0.917661,no
17:42449547-42466873,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.433377,0.755299,0.801424,0.321338,0.10775,0.634421,no
7:95107755-95169544,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0240037,0.0262584,0.12952,0,1,1,no
16:19513010-19533467,AMD Peripheral Retina,Normal Peripheral Retina,OK,25.4956,26.1273,0.035314,0.0568127,0.88915,0.999533,no
19:18682539-18731849,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.9027,24.0036,0.593985,0.352499,0.43145,0.956768,no
19:18682539-18731849,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.25722,0.590958,-1.08911,-0.112078,0.28235,0.885,no
17:45884737-45899200,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.28814,2.25137,0.805516,0.781055,0.00925,0.1789,no
17:31254927-31272124,AMD Peripheral Retina,Normal Peripheral Retina,OK,32.5908,27.186,-0.261603,-0.417641,0.3011,0.897956,no
17:7184985-7197934,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.161964,0.190696,0.235604,0.0583707,0.73665,0.999533,no
17:39502343-39507064,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0,0,0,0,1,1,no
17:43268297-43394414,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.80769,2.25012,0.315856,0.324494,0.34405,0.920727,no
11:17414431-17498449,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.00276,1.43452,0.516586,0.382762,0.07685,0.540991,no
17:34391639-34399392,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0526344,0.0187748,-1.48721,0,1,1,no
17:34400225-34417515,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.304529,0.23683,-0.362726,-0.225069,0.5618,0.987708,no
17:35874899-35969544,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.8275,10.7713,-0.00750742,-0.0112077,0.9785,0.999533,no
16:24266873-24374122,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.58542,1.1102,-1.21957,-1.42442,0.0009,0.039955,yes
11:60680637-60720002,AMD Peripheral Retina,Normal Peripheral Retina,OK,64.009,68.1403,0.0902337,0.128506,0.7124,0.999533,no
17:33901813-34053436,AMD Peripheral Retina,Normal Peripheral Retina,OK,33.385,29.1114,-0.197614,-0.371213,0.2862,0.88758,no
7:97361219-97369784,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.88176,4.49557,0.641553,0.797181,0.05645,0.472598,no
16:3313742-3368852,AMD Peripheral Retina,Normal Peripheral Retina,OK,13.6816,17.5954,0.362959,0.450467,0.23815,0.848982,no
16:57406369-57418960,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.35243,2.70506,-0.686158,-1.06325,0.00475,0.119342,no
17:48609903-48633213,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.34611,9.05196,-0.0461354,-0.0786313,0.8259,0.999533,no
17:48633567-48709301,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.21599,4.58625,0.121445,0.21963,0.5717,0.988204,no
16:3064712-3072384,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.2989,7.07317,-0.542058,-0.771394,0.06075,0.487997,no
7:96584452-96643377,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0069357,0.000994812,-2.80155,0,1,1,no
14:71189242-71276251,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.56802,3.92143,0.136259,0.202993,0.56105,0.987708,no
7:39663081-39747723,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.39437,6.57651,0.0405198,0.0649817,0.8678,0.999533,no
7:97881690-98030380,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.306699,0.226069,-0.440064,-0.138337,0.55655,0.986897,no
7:139784545-139876835,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.80691,7.539,-0.224264,-0.276703,0.4049,0.94836,no
7:13930852-14031050,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.55296,3.9848,0.165487,0.178566,0.56555,0.98808,no
7:141229002-141401953,AMD Peripheral Retina,Normal Peripheral Retina,OK,16.1928,16.9134,0.0628134,0.0467792,0.8994,0.999533,no
11:67776047-67797928,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.29158,0.601051,-1.10358,-1.22056,0.0024,0.0803154,no
1:55245384-55266940,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.121724,0.0810701,-0.586369,-0.415226,0.19745,0.802234,no
7:77428121-77586818,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.14375,6.32075,0.0409748,0.0503443,0.87185,0.999533,no
7:75398850-75419214,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.91691,1.78709,-0.101166,-0.0839734,0.85005,0.999533,no
2:242295657-242449145,AMD Peripheral Retina,Normal Peripheral Retina,OK,20.3533,23.2435,0.191569,0.162697,0.6172,0.995345,no
11:17515441-17565963,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.4265,15.4152,-0.25743,-0.402931,0.2181,0.827235,no
7:30536236-30673649,AMD Peripheral Retina,Normal Peripheral Retina,OK,11.3744,11.6199,0.0307986,0.0224063,0.95665,0.999533,no
7:87462882-87538856,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.88521,2.2299,0.242253,0.149199,0.62155,0.997175,no
19:3594503-3606838,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.130886,0.0574328,-1.18836,-0.782002,0.03355,0.36401,no
7:112063022-112131117,AMD Peripheral Retina,Normal Peripheral Retina,OK,14.5504,18.9867,0.383931,0.696798,0.05945,0.482844,no
19:40194945-40200084,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0160732,0.000474862,-5.081,0,1,1,no
17:13972812-14111994,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.19752,4.76548,-0.125202,-0.153866,0.7141,0.999533,no
7:73868119-74016931,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.3124,16.7225,0.127093,0.191471,0.595,0.990436,no
19:39876491-39881835,AMD Peripheral Retina,Normal Peripheral Retina,OK,20.2042,21.771,0.107752,0.227992,0.56545,0.98808,no
7:38762562-38971994,AMD Peripheral Retina,Normal Peripheral Retina,OK,21.456,24.0701,0.165864,0.207362,0.50255,0.97568,no
17:12569206-12894960,AMD Peripheral Retina,Normal Peripheral Retina,OK,9.10992,9.31459,0.0320534,0.0477763,0.89075,0.999533,no
17:12895707-12921504,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.2557,16.9419,0.151253,0.247467,0.42135,0.953667,no
7:12609750-12693228,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.32568,1.19165,-0.153777,-0.168163,0.64665,0.999533,no
X:2822010-2847392,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.64946,1.71117,-0.630713,-0.770493,0.01045,0.192418,no
X:7866287-7895780,AMD Peripheral Retina,Normal Peripheral Retina,OK,8.9043,9.54778,0.100664,0.116587,0.7671,0.999533,no
17:10195136-10276447,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0174417,0.0242144,0.473323,0,1,1,no
12:1797739-1897844,AMD Peripheral Retina,Normal Peripheral Retina,OK,15.2005,14.8071,-0.0378307,-0.0792676,0.83915,0.999533,no
5:133450401-133706738,AMD Peripheral Retina,Normal Peripheral Retina,OK,13.6102,16.2736,0.257836,0.0938897,0.52125,0.979791,no
2:158733213-158992666,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0593126,0.0924171,0.639821,0,1,1,no
16:2867163-2876305,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0570054,0.0301754,-0.917724,0,1,1,no
19:45574757-45808541,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.0283,18.7386,0.0557553,0.0444163,0.90235,0.999533,no
4:15961865-16086001,AMD Peripheral Retina,Normal Peripheral Retina,OK,225.1,252.36,0.164919,0.222855,0.43615,0.957938,no
19:18043824-18054800,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.9506,19.0323,0.00620969,0.0111165,0.97885,0.999533,no
19:42051553-42093197,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.393143,0.842897,1.1003,0.121692,0.24765,0.860657,no
17:2496503-2588909,AMD Peripheral Retina,Normal Peripheral Retina,OK,55.9633,52.9695,-0.0793189,-0.0975693,0.74415,0.999533,no
17:26083791-26221778,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.279299,0.251071,-0.153713,-0.0736412,0.89655,0.999533,no
17:11501747-11900827,AMD Peripheral Retina,Normal Peripheral Retina,OK,5.03992,6.82428,0.437278,0.355857,0.1938,0.795958,no
17:26782769-26972472,AMD Peripheral Retina,Normal Peripheral Retina,OK,18.507,19.497,0.0751773,0.0119388,0.9137,0.999533,no
17:26782769-26972472,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.291147,0.326921,0.167195,0.00294963,0.83285,0.999533,no
17:9813925-10101868,AMD Peripheral Retina,Normal Peripheral Retina,OK,31.764,32.7117,0.0424132,0.0520014,0.84905,0.999533,no
19:45574757-45808541,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.2636,12.0782,0.23487,0.12893,0.7307,0.999533,no
19:3777970-3802127,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.59953,2.86181,0.138675,0.181372,0.62195,0.997288,no
19:42177234-42210895,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.000681771,0,#NAME?,0,1,1,no
17:62006099-62009714,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.248514,0.142208,-0.805324,-0.542163,0.0985,0.610609,no
17:62015913-62050278,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0168613,0.0115304,-0.548274,0,1,1,no
1:113009162-113214241,AMD Peripheral Retina,Normal Peripheral Retina,OK,16.9618,18.8908,0.155396,0.134585,0.67085,0.999533,no
X:153524023-153558700,AMD Peripheral Retina,Normal Peripheral Retina,OK,1.63187,1.43612,-0.184348,-0.162574,0.591,0.990436,no
11:31806339-32127301,AMD Peripheral Retina,Normal Peripheral Retina,OK,83.0457,76.0462,-0.12703,-0.162004,0.6105,0.993268,no
16:834973-850737,AMD Peripheral Retina,Normal Peripheral Retina,OK,4.47182,4.67869,0.0652445,0.0766041,0.8494,0.999533,no
16:108057-126354,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.18128,2.60923,0.258449,0.292618,0.36805,0.932946,no
16:238967-279462,AMD Peripheral Retina,Normal Peripheral Retina,OK,10.1361,16.1419,0.671311,0.993841,0.02555,0.317505,no
3:50384760-50541675,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.12228,3.29164,0.0762044,0.0778192,0.84325,0.999533,no
16:1383601-1401912,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.990571,1.40753,0.50683,0.282759,0.34545,0.921448,no
16:1383601-1401912,AMD Peripheral Retina,Normal Peripheral Retina,OK,19.3887,20.2563,0.0631572,0.107499,0.80075,0.999533,no
16:616994-634136,AMD Peripheral Retina,Normal Peripheral Retina,OK,7.75848,10.5647,0.445404,0.773101,0.03145,0.35268,no
16:1662325-1752281,AMD Peripheral Retina,Normal Peripheral Retina,OK,3.69201,4.149,0.168358,0.172645,0.48895,0.973825,no
6:35441373-35464853,AMD Peripheral Retina,Normal Peripheral Retina,OK,2.03897,3.52885,0.791356,0.598893,0.0654,0.504255,no
1:169631244-169863408,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.0795406,0.15699,0.98091,0.19334,0.45655,0.963628,no
1:6684925-6761984,AMD Peripheral Retina,Normal Peripheral Retina,OK,11.8511,13.9005,0.23012,0.32963,0.3568,0.925897,no
1:171060017-171086959,AMD Peripheral Retina,Normal Peripheral Retina,OK,0.557561,0.101666,-2.45529,-1.53934,0.0028,0.0879818,no
6:16129355-16148479,AMD Peripheral Retina,Normal Peripheral Retina,OK,6.22937,5.81109,-0.100277,-0.161332,0.6966,0.999533,no
X:100098312-100129334,AMD Peripheral Retina,Normal Peripheral Retina,NOTEST,0.0331541,0.0409208,0.303648,0,1,1,no
